[2018-01-30 12:06:58,511] =============
[2018-01-30 12:52:23,953] 0/4340 2.602592
[2018-01-30 12:52:25,391] 0/4360 2.537315
[2018-01-30 12:52:26,989] 0/4380 2.588946
[2018-01-30 12:52:28,483] 0/4400 2.612987
[2018-01-30 12:52:29,854] 0/4420 2.642616
[2018-01-30 12:52:31,515] 0/4440 2.590908
[2018-01-30 12:52:33,520] 0/4460 2.666476
[2018-01-30 12:52:35,035] 0/4480 2.585689
[2018-01-30 12:52:36,078] 0/4500 2.645476
[2018-01-30 12:52:38,074] 0/4520 2.668893
[2018-01-30 12:52:40,123] 0/4540 2.626649
[2018-01-30 12:52:41,649] 0/4560 2.619060
[2018-01-30 12:52:43,541] 0/4580 2.606099
[2018-01-30 12:52:44,935] 0/4600 2.701569
[2018-01-30 12:52:46,585] 0/4620 2.638772
[2018-01-30 12:52:48,288] 0/4640 2.566319
[2018-01-30 12:52:49,450] 0/4660 2.696868
[2018-01-30 12:52:50,883] 0/4680 2.564587
[2018-01-30 12:52:52,253] 0/4700 2.568378
[2018-01-30 12:52:53,718] 0/4720 2.609429
[2018-01-30 12:52:54,983] 0/4740 2.653223
[2018-01-30 12:52:56,378] 0/4760 2.506175
[2018-01-30 12:52:57,704] 0/4780 2.608194
[2018-01-30 12:52:58,818] 0/4800 2.510046
[2018-01-30 12:53:00,122] 0/4820 2.551870
[2018-01-30 12:53:01,440] 0/4840 2.589970
[2018-01-30 12:53:02,881] 0/4860 2.571109
[2018-01-30 12:53:03,980] 0/4880 2.590291
[2018-01-30 12:53:05,125] 0/4900 2.683799
[2018-01-30 12:53:06,230] 0/4920 2.582027
[2018-01-30 12:53:07,621] 0/4940 2.542468
[2018-01-30 12:53:09,612] 0/4960 2.614048
[2018-01-30 12:53:10,936] 0/4980 2.590300
[2018-01-30 12:53:12,465] 0/5000 2.569903
[2018-01-30 12:53:13,505] 0/5020 2.621666
[2018-01-30 12:53:14,985] 0/5040 2.571001
[2018-01-30 12:53:15,998] 0/5060 2.595891
[2018-01-30 12:53:17,126] 0/5080 2.594257
[2018-01-30 12:53:19,111] 0/5100 2.518344
[2018-01-30 12:53:20,156] 0/5120 2.593011
[2018-01-30 12:53:21,279] 0/5140 2.530024
[2018-01-30 12:53:22,543] 0/5160 2.616128
[2018-01-30 12:53:23,616] 0/5180 2.535668
[2018-01-30 12:53:24,653] 0/5200 2.513594
[2018-01-30 12:53:25,834] 0/5220 2.464350
[2018-01-30 12:53:26,924] 0/5240 2.533789
[2018-01-30 12:53:28,044] 0/5260 2.506552
[2018-01-30 12:53:29,102] 0/5280 2.498121
[2018-01-30 12:53:30,335] 0/5300 2.596590
[2018-01-30 12:53:31,454] 0/5320 2.602224
[2018-01-30 12:53:32,772] 0/5340 2.631331
[2018-01-30 12:53:33,870] 0/5360 2.627107
[2018-01-30 12:53:34,912] 0/5380 2.507622
[2018-01-30 12:53:35,937] 0/5400 2.542009
[2018-01-30 12:53:37,310] 0/5420 2.512008
[2018-01-30 12:53:38,326] 0/5440 2.504240
[2018-01-30 12:53:39,336] 0/5460 2.590851
[2018-01-30 12:53:40,370] 0/5480 2.608793
[2018-01-30 12:53:41,501] 0/5500 2.537342
[2018-01-30 12:53:42,645] 0/5520 2.521062
[2018-01-30 12:53:43,696] 0/5540 2.479343
[2018-01-30 12:53:44,710] 0/5560 2.555774
[2018-01-30 12:53:46,701] 0/5580 2.480054
[2018-01-30 12:53:47,731] 0/5600 2.498002
[2018-01-30 12:53:48,759] 0/5620 2.489567
[2018-01-30 12:53:49,801] 0/5640 2.586167
[2018-01-30 12:53:51,160] 0/5660 2.516316
[2018-01-30 12:53:52,199] 0/5680 2.562448
[2018-01-30 12:53:53,332] 0/5700 2.548588
[2018-01-30 12:53:54,370] 0/5720 2.493748
[2018-01-30 12:53:55,387] 0/5740 2.498095
[2018-01-30 12:53:56,403] 0/5760 2.553565
[2018-01-30 12:53:57,442] 0/5780 2.542203
[2018-01-30 12:53:58,475] 0/5800 2.511107
[2018-01-30 12:53:59,520] 0/5820 2.511080
[2018-01-30 12:54:00,567] 0/5840 2.531152
[2018-01-30 12:54:01,621] 0/5860 2.522764
[2018-01-30 12:54:02,647] 0/5880 2.594761
[2018-01-30 12:54:03,674] 0/5900 2.504597
[2018-01-30 12:54:04,703] 0/5920 2.486669
[2018-01-30 12:54:05,741] 0/5940 2.531370
[2018-01-30 12:54:06,805] 0/5960 2.519922
[2018-01-30 12:54:07,846] 0/5980 2.524255
[2018-01-30 12:54:08,887] 0/6000 2.543049
[2018-01-30 12:54:09,916] 0/6020 2.523944
[2018-01-30 12:54:10,925] 0/6040 2.575883
[2018-01-30 12:54:11,942] 0/6060 2.575873
[2018-01-30 12:54:12,978] 0/6080 2.509101
[2018-01-30 12:54:14,012] 0/6100 2.499397
[2018-01-30 12:54:15,041] 0/6120 2.585518
[2018-01-30 12:54:16,101] 0/6140 2.476538
[2018-01-30 12:54:17,134] 0/6160 2.547912
[2018-01-30 12:54:18,187] 0/6180 2.460947
[2018-01-30 12:54:19,211] 0/6200 2.471126
[2018-01-30 12:54:20,258] 0/6220 2.513777
[2018-01-30 12:54:21,302] 0/6240 2.479900
[2018-01-30 12:54:22,376] 0/6260 2.557491
[2018-01-30 12:54:23,541] 0/6280 2.595334
[2018-01-30 12:54:25,473] 0/6300 2.472511
[2018-01-30 12:54:26,473] 0/6320 2.538220
[2018-01-30 12:54:27,497] 0/6340 2.549256
[2018-01-30 12:54:28,532] 0/6360 2.515918
[2018-01-30 12:54:29,576] 0/6380 2.422683
[2018-01-30 12:54:30,625] 0/6400 2.453125
[2018-01-30 12:54:31,676] 0/6420 2.568973
[2018-01-30 12:54:32,737] 0/6440 2.496579
[2018-01-30 12:54:33,773] 0/6460 2.482943
[2018-01-30 12:54:34,805] 0/6480 2.482074
[2018-01-30 12:54:35,843] 0/6500 2.484979
[2018-01-30 12:54:36,885] 0/6520 2.462758
[2018-01-30 12:54:37,939] 0/6540 2.518819
[2018-01-30 12:54:39,100] 0/6560 2.529149
[2018-01-30 12:54:40,252] 0/6580 2.470526
[2018-01-30 12:54:41,275] 0/6600 2.490389
[2018-01-30 12:54:42,711] 0/6620 2.360488
[2018-01-30 12:54:43,762] 0/6640 2.464466
[2018-01-30 12:54:44,770] 0/6660 2.509782
[2018-01-30 12:54:45,821] 0/6680 2.474549
[2018-01-30 12:54:46,879] 0/6700 2.519349
[2018-01-30 12:54:47,899] 0/6720 2.513285
[2018-01-30 12:54:48,921] 0/6740 2.477365
[2018-01-30 12:54:49,936] 0/6760 2.378179
[2018-01-30 12:54:50,983] 0/6780 2.503596
[2018-01-30 12:54:52,024] 0/6800 2.547510
[2018-01-30 12:54:53,043] 0/6820 2.470380
[2018-01-30 12:54:54,090] 0/6840 2.499181
[2018-01-30 12:54:55,118] 0/6860 2.485344
[2018-01-30 12:54:56,145] 0/6880 2.541442
[2018-01-30 12:54:57,182] 0/6900 2.469907
[2018-01-30 12:54:58,213] 0/6920 2.491340
[2018-01-30 12:54:59,236] 0/6940 2.483422
[2018-01-30 12:55:00,265] 0/6960 2.492889
[2018-01-30 12:55:01,287] 0/6980 2.544734
[2018-01-30 12:55:02,327] 0/7000 2.353562
[2018-01-30 12:55:03,355] 0/7020 2.480385
[2018-01-30 12:55:04,410] 0/7040 2.525663
[2018-01-30 12:55:05,466] 0/7060 2.481999
[2018-01-30 12:55:06,502] 0/7080 2.454681
[2018-01-30 12:55:07,537] 0/7100 2.481158
[2018-01-30 12:55:08,566] 0/7120 2.582310
[2018-01-30 12:55:09,600] 0/7140 2.491974
[2018-01-30 12:55:10,631] 0/7160 2.426859
[2018-01-30 12:55:11,663] 0/7180 2.406676
[2018-01-30 12:55:12,694] 0/7200 2.496273
[2018-01-30 12:55:13,730] 0/7220 2.436616
[2018-01-30 12:55:14,753] 0/7240 2.404426
[2018-01-30 12:55:15,777] 0/7260 2.443609
[2018-01-30 12:55:16,803] 0/7280 2.508509
[2018-01-30 12:55:17,839] 0/7300 2.409002
[2018-01-30 12:55:18,868] 0/7320 2.462721
[2018-01-30 12:55:19,894] 0/7340 2.444291
[2018-01-30 12:55:20,926] 0/7360 2.463138
[2018-01-30 12:55:21,954] 0/7380 2.398400
[2018-01-30 12:55:22,979] 0/7400 2.432323
[2018-01-30 12:55:24,007] 0/7420 2.510244
[2018-01-30 12:55:25,053] 0/7440 2.388851
[2018-01-30 12:55:26,099] 0/7460 2.454535
[2018-01-30 12:55:27,126] 0/7480 2.444100
[2018-01-30 12:55:28,152] 0/7500 2.379684
[2018-01-30 12:55:29,183] 0/7520 2.505672
[2018-01-30 12:55:30,206] 0/7540 2.432742
[2018-01-30 12:55:31,229] 0/7560 2.510308
[2018-01-30 12:55:32,258] 0/7580 2.475997
[2018-01-30 12:55:33,287] 0/7600 2.408033
[2018-01-30 12:55:34,309] 0/7620 2.430896
[2018-01-30 12:55:35,380] 0/7640 2.385089
[2018-01-30 12:55:36,401] 0/7660 2.429395
[2018-01-30 12:55:37,450] 0/7680 2.478861
[2018-01-30 12:55:38,637] 0/7700 2.537074
[2018-01-30 12:55:39,664] 0/7720 2.424186
[2018-01-30 12:55:40,700] 0/7740 2.533483
[2018-01-30 12:55:41,710] 0/7760 2.444248
[2018-01-30 12:55:42,739] 0/7780 2.424022
[2018-01-30 12:55:43,764] 0/7800 2.351007
[2018-01-30 12:55:44,780] 0/7820 2.468043
[2018-01-30 12:55:45,796] 0/7840 2.522755
[2018-01-30 12:55:46,806] 0/7860 2.488922
[2018-01-30 12:55:48,816] 0/7880 2.332782
[2018-01-30 12:55:49,862] 0/7900 2.401880
[2018-01-30 12:55:50,873] 0/7920 2.445904
[2018-01-30 12:55:51,941] 0/7940 2.509123
[2018-01-30 12:55:52,973] 0/7960 2.425728
[2018-01-30 12:55:54,002] 0/7980 2.457138
[2018-01-30 12:55:55,518] 0/8000 2.421415
[2018-01-30 12:55:56,553] 0/8020 2.460268
[2018-01-30 12:55:57,564] 0/8040 2.390404
[2018-01-30 12:55:58,978] 0/8060 2.356599
[2018-01-30 12:56:00,010] 0/8080 2.475288
[2018-01-30 12:56:01,038] 0/8100 2.387129
[2018-01-30 12:56:02,310] 0/8120 2.416591
[2018-01-30 12:56:03,949] 0/8140 2.485335
[2018-01-30 12:56:04,981] 0/8160 2.441586
[2018-01-30 12:56:06,006] 0/8180 2.438170
[2018-01-30 12:56:07,789] 0/8200 2.413646
[2018-01-30 12:56:08,818] 0/8220 2.427972
[2018-01-30 12:56:09,833] 0/8240 2.378894
[2018-01-30 13:02:33,796] 1/20 2.235845
[2018-01-30 13:02:34,840] 1/40 2.326006
[2018-01-30 13:02:35,870] 1/60 2.327765
[2018-01-30 13:02:36,940] 1/80 2.300764
[2018-01-30 13:02:37,998] 1/100 2.348008
[2018-01-30 13:02:39,043] 1/120 2.345748
[2018-01-30 13:02:40,082] 1/140 2.341708
[2018-01-30 13:02:41,125] 1/160 2.266525
[2018-01-30 13:02:42,152] 1/180 2.290337
[2018-01-30 13:02:43,200] 1/200 2.261519
[2018-01-30 13:02:44,349] 1/220 2.299328
[2018-01-30 13:02:45,530] 1/240 2.393461
[2018-01-30 13:02:46,703] 1/260 2.336406
[2018-01-30 13:02:47,730] 1/280 2.268025
[2018-01-30 13:02:48,760] 1/300 2.299134
[2018-01-30 13:02:49,871] 1/320 2.214779
[2018-01-30 13:02:50,910] 1/340 2.292591
[2018-01-30 13:02:51,939] 1/360 2.247696
[2018-01-30 13:02:52,983] 1/380 2.325728
[2018-01-30 13:02:54,029] 1/400 2.363498
[2018-01-30 13:02:55,073] 1/420 2.213129
[2018-01-30 13:02:56,107] 1/440 2.263413
[2018-01-30 13:02:57,138] 1/460 2.230183
[2018-01-30 13:02:58,176] 1/480 2.266418
[2018-01-30 13:02:59,202] 1/500 2.350879
[2018-01-30 13:03:00,234] 1/520 2.365258
[2018-01-30 13:03:01,270] 1/540 2.257520
[2018-01-30 13:03:02,298] 1/560 2.259095
[2018-01-30 13:03:03,326] 1/580 2.416591
[2018-01-30 13:03:04,357] 1/600 2.279389
[2018-01-30 13:03:05,392] 1/620 2.296288
[2018-01-30 13:03:06,428] 1/640 2.347603
[2018-01-30 13:03:07,488] 1/660 2.313385
[2018-01-30 13:03:08,530] 1/680 2.266302
[2018-01-30 13:03:09,569] 1/700 2.322108
[2018-01-30 13:03:10,624] 1/720 2.237286
[2018-01-30 13:03:11,667] 1/740 2.280703
[2018-01-30 13:03:12,700] 1/760 2.283895
[2018-01-30 13:03:13,742] 1/780 2.316016
[2018-01-30 13:03:14,789] 1/800 2.284836
[2018-01-30 13:03:15,819] 1/820 2.265641
[2018-01-30 13:03:16,851] 1/840 2.256918
[2018-01-30 13:03:17,935] 1/860 2.351365
[2018-01-30 13:03:18,993] 1/880 2.299975
[2018-01-30 13:03:20,069] 1/900 2.318670
[2018-01-30 13:03:21,106] 1/920 2.319679
[2018-01-30 13:03:22,154] 1/940 2.359896
[2018-01-30 13:03:23,213] 1/960 2.292960
[2018-01-30 13:03:24,264] 1/980 2.314051
[2018-01-30 13:03:25,315] 1/1000 2.281396
[2018-01-30 13:03:26,361] 1/1020 2.279661
[2018-01-30 13:03:27,410] 1/1040 2.343090
[2018-01-30 13:03:28,450] 1/1060 2.235245
[2018-01-30 13:03:29,520] 1/1080 2.367533
[2018-01-30 13:03:30,592] 1/1100 2.272680
[2018-01-30 13:03:31,622] 1/1120 2.253279
[2018-01-30 13:03:32,686] 1/1140 2.231465
[2018-01-30 13:03:33,725] 1/1160 2.277277
[2018-01-30 13:03:34,752] 1/1180 2.229811
[2018-01-30 13:03:35,795] 1/1200 2.291773
[2018-01-30 13:03:36,831] 1/1220 2.308337
[2018-01-30 13:03:37,873] 1/1240 2.241684
[2018-01-30 13:03:38,906] 1/1260 2.288642
[2018-01-30 13:03:39,955] 1/1280 2.288874
[2018-01-30 13:03:40,987] 1/1300 2.312221
[2018-01-30 13:03:42,036] 1/1320 2.186472
[2018-01-30 13:03:43,073] 1/1340 2.235884
[2018-01-30 13:03:44,113] 1/1360 2.317060
[2018-01-30 13:03:45,141] 1/1380 2.294870
[2018-01-30 13:03:46,177] 1/1400 2.255454
[2018-01-30 13:03:47,205] 1/1420 2.274795
[2018-01-30 13:03:48,247] 1/1440 2.264024
[2018-01-30 13:03:49,305] 1/1460 2.297151
[2018-01-30 13:03:50,332] 1/1480 2.271609
[2018-01-30 13:03:51,371] 1/1500 2.333949
[2018-01-30 13:03:52,409] 1/1520 2.292487
[2018-01-30 13:03:53,503] 1/1540 2.294722
[2018-01-30 13:03:54,539] 1/1560 2.323702
[2018-01-30 13:03:55,573] 1/1580 2.231419
[2018-01-30 13:03:56,605] 1/1600 2.305808
[2018-01-30 13:03:57,637] 1/1620 2.404303
[2018-01-30 13:03:58,674] 1/1640 2.292307
[2018-01-30 13:04:00,246] 1/1660 2.295004
[2018-01-30 13:04:01,286] 1/1680 2.374799
[2018-01-30 13:04:02,328] 1/1700 2.294020
[2018-01-30 13:04:03,358] 1/1720 2.250104
[2018-01-30 13:04:04,400] 1/1740 2.242311
[2018-01-30 13:04:05,459] 1/1760 2.295246
[2018-01-30 13:04:06,530] 1/1780 2.360340
[2018-01-30 13:04:07,574] 1/1800 2.191294
[2018-01-30 13:04:08,673] 1/1820 2.241677
[2018-01-30 13:04:09,711] 1/1840 2.281785
[2018-01-30 13:04:10,749] 1/1860 2.297856
[2018-01-30 13:04:11,779] 1/1880 2.306738
[2018-01-30 13:04:12,813] 1/1900 2.287365
[2018-01-30 13:04:13,900] 1/1920 2.215407
[2018-01-30 13:04:14,931] 1/1940 2.203904
[2018-01-30 13:04:15,955] 1/1960 2.324296
[2018-01-30 13:04:16,995] 1/1980 2.312861
[2018-01-30 13:04:18,094] 1/2000 2.217399
[2018-01-30 13:04:19,123] 1/2020 2.265642
[2018-01-30 13:04:20,140] 1/2040 2.275967
[2018-01-30 13:04:21,164] 1/2060 2.323233
[2018-01-30 13:04:22,186] 1/2080 2.316541
[2018-01-30 13:04:23,219] 1/2100 2.255676
[2018-01-30 13:04:24,255] 1/2120 2.255850
[2018-01-30 13:04:25,303] 1/2140 2.307296
[2018-01-30 13:04:26,360] 1/2160 2.250057
