[2018-01-17 21:42:00,022] =============
[2018-01-17 21:45:59,014] 0/2740 2.869246
[2018-01-17 21:46:00,724] 0/2760 2.960981
[2018-01-17 21:46:02,421] 0/2780 2.922180
[2018-01-17 21:46:04,113] 0/2800 2.981028
[2018-01-17 21:46:05,787] 0/2820 2.893219
[2018-01-17 21:46:07,480] 0/2840 2.905657
[2018-01-17 21:46:09,195] 0/2860 2.991621
[2018-01-17 21:46:10,878] 0/2880 2.806671
[2018-01-17 21:46:12,576] 0/2900 2.945623
[2018-01-17 21:46:14,268] 0/2920 2.895874
[2018-01-17 21:46:15,996] 0/2940 2.984466
[2018-01-17 21:46:17,697] 0/2960 2.907085
[2018-01-17 21:46:19,417] 0/2980 2.957039
[2018-01-17 21:46:21,110] 0/3000 2.952337
[2018-01-17 21:46:22,824] 0/3020 2.825112
[2018-01-17 21:46:24,532] 0/3040 2.875515
[2018-01-17 21:46:26,261] 0/3060 2.929371
[2018-01-17 21:46:27,983] 0/3080 2.898177
[2018-01-17 21:46:29,679] 0/3100 2.861980
[2018-01-17 21:46:31,362] 0/3120 2.910444
[2018-01-17 21:46:33,054] 0/3140 2.900009
[2018-01-17 21:46:34,751] 0/3160 2.851248
[2018-01-17 21:46:36,463] 0/3180 2.781566
[2018-01-17 21:46:38,155] 0/3200 2.890387
[2018-01-17 21:46:39,836] 0/3220 2.816689
[2018-01-17 21:46:41,526] 0/3240 2.946305
[2018-01-17 21:46:43,200] 0/3260 2.869241
[2018-01-17 21:46:44,885] 0/3280 2.877183
[2018-01-17 21:46:46,563] 0/3300 2.866210
[2018-01-17 21:46:48,253] 0/3320 2.841535
[2018-01-17 21:46:49,938] 0/3340 2.861277
[2018-01-17 21:46:51,627] 0/3360 2.816361
[2018-01-17 21:46:53,314] 0/3380 2.790230
[2018-01-17 21:46:55,018] 0/3400 2.817598
[2018-01-17 21:46:56,703] 0/3420 2.877395
[2018-01-17 21:46:58,406] 0/3440 2.873981
[2018-01-17 21:47:00,101] 0/3460 2.835175
[2018-01-17 21:47:01,806] 0/3480 2.917284
[2018-01-17 21:47:03,496] 0/3500 2.843751
[2018-01-17 21:47:05,204] 0/3520 2.792803
[2018-01-17 21:47:06,919] 0/3540 2.757037
[2018-01-17 21:47:08,616] 0/3560 2.889479
[2018-01-17 21:47:10,295] 0/3580 2.840024
[2018-01-17 21:47:11,991] 0/3600 2.771454
[2018-01-17 21:47:13,688] 0/3620 2.844548
[2018-01-17 21:47:15,382] 0/3640 2.798963
[2018-01-17 21:47:17,087] 0/3660 2.799488
[2018-01-17 21:47:18,776] 0/3680 2.882511
[2018-01-17 21:47:20,481] 0/3700 2.729722
[2018-01-17 21:47:22,167] 0/3720 2.729833
[2018-01-17 21:47:23,855] 0/3740 2.805436
[2018-01-17 21:47:25,533] 0/3760 2.712570
[2018-01-17 21:47:26,980] 0/3780 2.780488
[2018-01-17 21:47:28,088] 0/3800 2.805314
[2018-01-17 21:47:29,466] 0/3820 2.869186
[2018-01-17 21:47:30,840] 0/3840 2.748722
[2018-01-17 21:47:32,215] 0/3860 2.763715
[2018-01-17 21:47:33,591] 0/3880 2.762488
[2018-01-17 21:47:34,955] 0/3900 2.787285
[2018-01-17 21:47:36,320] 0/3920 2.817170
[2018-01-17 21:47:37,691] 0/3940 2.762813
[2018-01-17 21:47:39,054] 0/3960 2.782670
[2018-01-17 21:47:40,429] 0/3980 2.743175
[2018-01-17 21:47:41,821] 0/4000 2.776659
[2018-01-17 21:47:43,307] 0/4020 2.762562
[2018-01-17 21:47:44,756] 0/4040 2.829987
[2018-01-17 21:47:46,132] 0/4060 2.744001
[2018-01-17 21:47:47,505] 0/4080 2.812654
[2018-01-17 21:47:48,867] 0/4100 2.787842
[2018-01-17 21:47:50,232] 0/4120 2.805102
[2018-01-17 21:47:51,621] 0/4140 2.789862
[2018-01-17 21:47:53,041] 0/4160 2.849536
[2018-01-17 21:47:54,431] 0/4180 2.808934
[2018-01-17 21:47:55,810] 0/4200 2.688300
[2018-01-17 21:47:57,184] 0/4220 2.770155
[2018-01-17 21:47:58,622] 0/4240 2.792724
[2018-01-17 21:48:00,004] 0/4260 2.758964
[2018-01-17 21:48:01,379] 0/4280 2.765884
[2018-01-17 21:48:02,841] 0/4300 2.756281
[2018-01-17 21:48:04,229] 0/4320 2.754229
[2018-01-17 21:48:05,628] 0/4340 2.762386
[2018-01-17 21:48:07,022] 0/4360 2.719645
[2018-01-17 21:48:08,437] 0/4380 2.750646
[2018-01-17 21:48:09,867] 0/4400 2.796588
[2018-01-17 21:48:11,245] 0/4420 2.738156
[2018-01-17 21:48:12,629] 0/4440 2.749761
[2018-01-17 21:48:14,019] 0/4460 2.747818
[2018-01-17 21:48:15,420] 0/4480 2.815284
[2018-01-17 21:48:16,818] 0/4500 2.783153
[2018-01-17 21:48:18,203] 0/4520 2.734334
[2018-01-17 21:48:19,600] 0/4540 2.828724
[2018-01-17 21:48:21,035] 0/4560 2.758198
[2018-01-17 21:48:22,423] 0/4580 2.754436
[2018-01-17 21:48:23,797] 0/4600 2.680290
[2018-01-17 21:48:25,129] 0/4620 2.684226
[2018-01-17 21:48:26,115] 0/4640 2.775446
[2018-01-17 21:48:27,111] 0/4660 2.685257
[2018-01-17 21:48:28,107] 0/4680 2.719967
[2018-01-17 21:48:29,095] 0/4700 2.752286
[2018-01-17 21:48:30,073] 0/4720 2.740000
[2018-01-17 21:48:31,096] 0/4740 2.665905
[2018-01-17 21:48:32,071] 0/4760 2.744998
[2018-01-17 21:48:33,065] 0/4780 2.699990
[2018-01-17 21:48:34,038] 0/4800 2.689743
[2018-01-17 21:48:35,007] 0/4820 2.731990
[2018-01-17 21:48:35,999] 0/4840 2.740163
[2018-01-17 21:48:36,983] 0/4860 2.734538
[2018-01-17 21:48:37,957] 0/4880 2.716163
[2018-01-17 21:48:38,945] 0/4900 2.773313
[2018-01-17 21:48:39,930] 0/4920 2.679475
[2018-01-17 21:48:40,903] 0/4940 2.679225
[2018-01-17 21:48:41,893] 0/4960 2.724907
[2018-01-17 21:48:42,883] 0/4980 2.676363
[2018-01-17 21:48:43,889] 0/5000 2.711973
[2018-01-17 21:48:44,870] 0/5020 2.659142
[2018-01-17 21:48:45,866] 0/5040 2.711662
[2018-01-17 21:48:46,831] 0/5060 2.766915
[2018-01-17 21:48:47,796] 0/5080 2.742747
[2018-01-17 21:48:48,781] 0/5100 2.720054
[2018-01-17 21:48:49,741] 0/5120 2.717449
[2018-01-17 21:48:50,706] 0/5140 2.696431
[2018-01-17 21:48:51,689] 0/5160 2.729586
[2018-01-17 21:48:52,666] 0/5180 2.731151
[2018-01-17 21:48:53,642] 0/5200 2.724243
[2018-01-17 21:48:54,627] 0/5220 2.832840
[2018-01-17 21:48:55,652] 0/5240 2.662697
[2018-01-17 21:48:56,628] 0/5260 2.662579
[2018-01-17 21:48:57,597] 0/5280 2.661315
[2018-01-17 21:48:58,555] 0/5300 2.497792
[2018-01-17 21:48:59,544] 0/5320 2.655516
[2018-01-17 21:49:00,531] 0/5340 2.654477
[2018-01-17 21:49:01,535] 0/5360 2.657551
[2018-01-17 21:49:02,553] 0/5380 2.700782
[2018-01-17 21:49:03,562] 0/5400 2.606645
[2018-01-17 21:49:04,546] 0/5420 2.562446
[2018-01-17 21:49:05,535] 0/5440 2.644405
[2018-01-17 21:49:06,533] 0/5460 2.586116
[2018-01-17 21:49:07,552] 0/5480 2.675042
[2018-01-17 21:49:08,545] 0/5500 2.648898
[2018-01-17 21:49:09,542] 0/5520 2.660357
[2018-01-17 21:49:10,539] 0/5540 2.680094
[2018-01-17 21:49:11,523] 0/5560 2.689603
[2018-01-17 21:49:12,528] 0/5580 2.664672
[2018-01-17 21:49:13,506] 0/5600 2.688901
[2018-01-17 21:49:14,488] 0/5620 2.624757
[2018-01-17 21:49:15,454] 0/5640 2.641625
[2018-01-17 21:49:16,462] 0/5660 2.731736
[2018-01-17 21:49:17,452] 0/5680 2.641950
[2018-01-17 21:49:18,451] 0/5700 2.645810
[2018-01-17 21:49:19,484] 0/5720 2.654431
[2018-01-17 21:49:20,496] 0/5740 2.682896
[2018-01-17 21:49:21,498] 0/5760 2.682614
[2018-01-17 21:49:22,483] 0/5780 2.699886
[2018-01-17 21:49:23,446] 0/5800 2.634788
[2018-01-17 21:49:24,440] 0/5820 2.710563
[2018-01-17 21:49:25,446] 0/5840 2.699541
[2018-01-17 21:49:26,440] 0/5860 2.703365
[2018-01-17 21:49:27,425] 0/5880 2.616140
[2018-01-17 21:49:28,433] 0/5900 2.688975
[2018-01-17 21:49:29,445] 0/5920 2.650598
[2018-01-17 21:49:30,428] 0/5940 2.612807
[2018-01-17 21:49:31,391] 0/5960 2.658747
[2018-01-17 21:49:32,356] 0/5980 2.609526
[2018-01-17 21:49:33,317] 0/6000 2.677877
[2018-01-17 21:49:34,317] 0/6020 2.632190
[2018-01-17 21:49:35,289] 0/6040 2.740102
[2018-01-17 21:49:36,293] 0/6060 2.593168
[2018-01-17 21:49:37,282] 0/6080 2.673887
[2018-01-17 21:49:38,260] 0/6100 2.602003
[2018-01-17 21:49:39,236] 0/6120 2.610522
[2018-01-17 21:49:40,199] 0/6140 2.664664
[2018-01-17 21:49:41,164] 0/6160 2.576953
[2018-01-17 21:49:42,149] 0/6180 2.667086
[2018-01-17 21:49:43,144] 0/6200 2.544505
[2018-01-17 21:49:44,124] 0/6220 2.632940
[2018-01-17 21:49:45,113] 0/6240 2.626107
[2018-01-17 21:49:46,077] 0/6260 2.610674
[2018-01-17 21:49:47,042] 0/6280 2.633757
[2018-01-17 21:49:48,043] 0/6300 2.674450
[2018-01-17 21:49:49,023] 0/6320 2.562905
[2018-01-17 21:49:49,989] 0/6340 2.593441
[2018-01-17 21:49:50,954] 0/6360 2.612856
[2018-01-17 21:49:51,910] 0/6380 2.670612
[2018-01-17 21:49:52,903] 0/6400 2.689999
[2018-01-17 21:49:53,889] 0/6420 2.581334
[2018-01-17 21:49:55,018] 0/6440 2.654544
[2018-01-17 21:49:56,714] 0/6460 2.616416
[2018-01-17 21:49:58,424] 0/6480 2.617529
[2018-01-17 21:50:00,144] 0/6500 2.716829
[2018-01-17 21:50:01,864] 0/6520 2.579213
[2018-01-17 21:50:03,590] 0/6540 2.650525
[2018-01-17 21:50:05,304] 0/6560 2.649395
[2018-01-17 21:50:07,033] 0/6580 2.634080
[2018-01-17 21:50:08,759] 0/6600 2.643635
[2018-01-17 21:50:10,482] 0/6620 2.589495
[2018-01-17 21:50:12,209] 0/6640 2.599333
[2018-01-17 21:50:13,928] 0/6660 2.628615
[2018-01-17 21:50:15,653] 0/6680 2.643781
[2018-01-17 21:50:17,382] 0/6700 2.659811
[2018-01-17 21:50:19,125] 0/6720 2.599645
[2018-01-17 21:50:20,880] 0/6740 2.636488
[2018-01-17 21:50:22,613] 0/6760 2.705775
[2018-01-17 21:50:24,339] 0/6780 2.621890
[2018-01-17 21:50:26,044] 0/6800 2.631928
[2018-01-17 21:50:27,727] 0/6820 2.599240
[2018-01-17 21:50:29,408] 0/6840 2.574080
[2018-01-17 21:50:31,092] 0/6860 2.615266
[2018-01-17 21:50:32,789] 0/6880 2.676193
[2018-01-17 21:50:34,499] 0/6900 2.647789
[2018-01-17 21:50:36,196] 0/6920 2.578627
[2018-01-17 21:50:37,914] 0/6940 2.588487
[2018-01-17 21:50:39,604] 0/6960 2.603157
[2018-01-17 21:50:41,316] 0/6980 2.637304
[2018-01-17 21:50:43,009] 0/7000 2.628368
[2018-01-17 21:50:44,699] 0/7020 2.642918
[2018-01-17 21:50:46,412] 0/7040 2.585230
[2018-01-17 21:50:48,124] 0/7060 2.533227
[2018-01-17 21:50:49,843] 0/7080 2.577478
[2018-01-17 21:50:51,536] 0/7100 2.639438
[2018-01-17 21:50:53,218] 0/7120 2.622200
[2018-01-17 21:50:54,924] 0/7140 2.588021
[2018-01-17 21:50:56,655] 0/7160 2.576015
[2018-01-17 21:50:58,363] 0/7180 2.680511
[2018-01-17 21:51:00,056] 0/7200 2.574441
[2018-01-17 21:51:01,779] 0/7220 2.578815
[2018-01-17 21:51:03,483] 0/7240 2.581195
[2018-01-17 21:51:05,175] 0/7260 2.596423
[2018-01-17 21:51:06,929] 0/7280 2.638092
[2018-01-17 21:51:08,623] 0/7300 2.593908
[2018-01-17 21:51:10,330] 0/7320 2.575648
[2018-01-17 21:51:12,022] 0/7340 2.533682
[2018-01-17 21:51:13,746] 0/7360 2.603190
[2018-01-17 21:51:15,459] 0/7380 2.559505
[2018-01-17 21:51:17,169] 0/7400 2.649474
[2018-01-17 21:51:18,862] 0/7420 2.534303
[2018-01-17 21:51:20,564] 0/7440 2.616392
[2018-01-17 21:51:22,256] 0/7460 2.570851
[2018-01-17 21:51:23,944] 0/7480 2.703638
[2018-01-17 21:51:25,647] 0/7500 2.625273
[2018-01-17 21:51:27,352] 0/7520 2.607590
[2018-01-17 21:51:29,050] 0/7540 2.568843
[2018-01-17 21:51:30,741] 0/7560 2.602209
[2018-01-17 21:51:32,445] 0/7580 2.497396
[2018-01-17 21:51:34,138] 0/7600 2.545326
[2018-01-17 21:51:35,836] 0/7620 2.640934
[2018-01-17 21:51:37,540] 0/7640 2.661648
[2018-01-17 21:51:39,227] 0/7660 2.532933
[2018-01-17 21:51:40,913] 0/7680 2.560421
[2018-01-17 21:51:42,610] 0/7700 2.641701
[2018-01-17 21:51:44,298] 0/7720 2.655958
[2018-01-17 21:51:45,976] 0/7740 2.576313
[2018-01-17 21:51:47,669] 0/7760 2.580851
[2018-01-17 21:51:49,351] 0/7780 2.593695
[2018-01-17 21:51:51,047] 0/7800 2.573745
[2018-01-17 21:51:52,730] 0/7820 2.592172
[2018-01-17 21:51:54,414] 0/7840 2.590917
[2018-01-17 21:51:56,087] 0/7860 2.559331
[2018-01-17 21:51:57,770] 0/7880 2.589519
[2018-01-17 21:51:59,460] 0/7900 2.534278
[2018-01-17 21:52:01,127] 0/7920 2.575340
[2018-01-17 21:52:02,808] 0/7940 2.600758
[2018-01-17 21:52:04,510] 0/7960 2.595784
[2018-01-17 21:52:06,199] 0/7980 2.567036
[2018-01-17 21:52:07,886] 0/8000 2.590834
[2018-01-17 21:52:09,583] 0/8020 2.640636
[2018-01-17 21:52:11,261] 0/8040 2.564394
[2018-01-17 21:52:12,946] 0/8060 2.477032
[2018-01-17 21:52:14,650] 0/8080 2.611107
[2018-01-17 21:52:16,335] 0/8100 2.502102
[2018-01-17 21:52:18,036] 0/8120 2.499730
[2018-01-17 21:52:19,740] 0/8140 2.569627
[2018-01-17 21:52:21,429] 0/8160 2.520785
[2018-01-17 21:52:23,116] 0/8180 2.615835
[2018-01-17 21:52:24,807] 0/8200 2.589431
[2018-01-17 21:52:26,495] 0/8220 2.573074
[2018-01-17 21:52:28,195] 0/8240 2.564237
[2018-01-17 21:52:29,888] 0/8260 2.553597
[2018-01-17 21:52:31,565] 0/8280 2.536171
[2018-01-17 21:52:33,236] 0/8300 2.623425
[2018-01-17 21:52:34,918] 0/8320 2.577458
[2018-01-17 21:52:36,602] 0/8340 2.581431
[2018-01-17 21:52:38,280] 0/8360 2.510306
[2018-01-17 21:52:39,965] 0/8380 2.560545
[2018-01-17 21:52:41,678] 0/8400 2.523771
[2018-01-17 21:52:43,362] 0/8420 2.634635
[2018-01-17 21:52:45,047] 0/8440 2.541191
[2018-01-17 21:52:46,730] 0/8460 2.608785
[2018-01-17 21:52:48,437] 0/8480 2.624736
[2018-01-17 21:52:50,176] 0/8500 2.468146
[2018-01-17 21:52:51,920] 0/8520 2.516497
[2018-01-17 21:52:53,644] 0/8540 2.535999
[2018-01-17 21:52:55,347] 0/8560 2.543715
[2018-01-17 21:52:57,036] 0/8580 2.594973
[2018-01-17 21:52:58,730] 0/8600 2.567336
[2018-01-17 21:53:00,420] 0/8620 2.591671
[2018-01-17 21:53:02,111] 0/8640 2.501803
[2018-01-17 21:53:03,788] 0/8660 2.584928
[2018-01-17 21:53:05,480] 0/8680 2.445221
[2018-01-17 21:53:07,182] 0/8700 2.536132
[2018-01-17 21:53:08,888] 0/8720 2.546880
[2018-01-17 21:53:10,605] 0/8740 2.596087
[2018-01-17 21:53:12,312] 0/8760 2.574042
[2018-01-17 21:53:14,017] 0/8780 2.601982
[2018-01-17 21:53:15,732] 0/8800 2.526734
[2018-01-17 21:53:17,434] 0/8820 2.465843
[2018-01-17 21:53:19,161] 0/8840 2.522734
[2018-01-17 21:53:20,866] 0/8860 2.496456
[2018-01-17 21:53:22,559] 0/8880 2.532014
[2018-01-17 21:53:24,286] 0/8900 2.527048
[2018-01-17 21:53:25,981] 0/8920 2.499577
[2018-01-17 21:53:27,711] 0/8940 2.532793
[2018-01-17 21:53:29,436] 0/8960 2.555461
[2018-01-17 21:53:31,181] 0/8980 2.520161
[2018-01-17 21:53:32,930] 0/9000 2.580166
[2018-01-17 21:53:34,679] 0/9020 2.535398
[2018-01-17 21:53:36,440] 0/9040 2.584782
[2018-01-17 21:53:38,177] 0/9060 2.565519
[2018-01-17 21:53:39,934] 0/9080 2.573641
[2018-01-17 21:53:41,655] 0/9100 2.492282
[2018-01-17 21:53:43,389] 0/9120 2.522093
[2018-01-17 21:53:45,141] 0/9140 2.492759
[2018-01-17 21:53:46,877] 0/9160 2.509375
[2018-01-17 21:53:48,600] 0/9180 2.456991
[2018-01-17 21:53:50,341] 0/9200 2.575313
[2018-01-17 21:53:52,089] 0/9220 2.548255
[2018-01-17 21:53:53,827] 0/9240 2.553538
[2018-01-17 21:53:55,547] 0/9260 2.478398
[2018-01-17 21:53:57,274] 0/9280 2.511292
[2018-01-17 21:53:58,996] 0/9300 2.482877
[2018-01-17 21:54:00,740] 0/9320 2.541304
[2018-01-17 21:54:02,460] 0/9340 2.504418
[2018-01-17 21:54:04,182] 0/9360 2.541282
[2018-01-17 21:54:05,883] 0/9380 2.548003
[2018-01-17 21:54:07,553] 0/9400 2.477954
[2018-01-17 21:54:09,264] 0/9420 2.443355
[2018-01-17 21:54:10,991] 0/9440 2.442411
[2018-01-17 21:54:12,714] 0/9460 2.499628
[2018-01-17 21:54:14,436] 0/9480 2.543781
[2018-01-17 21:54:16,149] 0/9500 2.523711
[2018-01-17 21:54:17,848] 0/9520 2.572257
[2018-01-17 21:54:19,559] 0/9540 2.543747
[2018-01-17 21:54:21,269] 0/9560 2.486911
[2018-01-17 21:54:22,976] 0/9580 2.494626
[2018-01-17 21:54:24,687] 0/9600 2.552549
[2018-01-17 21:54:26,385] 0/9620 2.537497
[2018-01-17 21:54:28,106] 0/9640 2.513988
[2018-01-17 21:54:29,821] 0/9660 2.444415
[2018-01-17 21:54:31,540] 0/9680 2.437813
[2018-01-17 21:54:33,253] 0/9700 2.558749
[2018-01-17 21:54:34,958] 0/9720 2.482622
[2018-01-17 21:54:36,676] 0/9740 2.489162
[2018-01-17 21:54:38,389] 0/9760 2.449768
[2018-01-17 21:54:40,095] 0/9780 2.506498
[2018-01-17 21:54:41,792] 0/9800 2.563889
[2018-01-17 21:54:43,476] 0/9820 2.473575
[2018-01-17 21:54:44,849] 0/9840 2.554300
[2018-01-17 21:54:45,950] 0/9860 2.504044
[2018-01-17 21:54:47,328] 0/9880 2.560703
[2018-01-17 21:54:48,677] 0/9900 2.440231
[2018-01-17 21:54:50,101] 0/9920 2.476622
[2018-01-17 21:54:51,523] 0/9940 2.544514
[2018-01-17 21:54:52,946] 0/9960 2.527638
[2018-01-17 21:54:54,424] 0/9980 2.537118
[2018-01-17 21:54:55,897] 0/10000 2.570928
[2018-01-17 21:54:57,283] 0/10020 2.508028
[2018-01-17 21:54:58,710] 0/10040 2.551158
[2018-01-17 21:55:00,059] 0/10060 2.488792
[2018-01-17 21:55:01,448] 0/10080 2.549709
[2018-01-17 21:55:02,782] 0/10100 2.514313
[2018-01-17 21:55:04,156] 0/10120 2.433354
[2018-01-17 21:55:05,529] 0/10140 2.506139
[2018-01-17 21:55:06,935] 0/10160 2.550735
[2018-01-17 21:55:08,357] 0/10180 2.542902
[2018-01-17 21:55:09,716] 0/10200 2.556699
[2018-01-17 21:55:11,100] 0/10220 2.455766
[2018-01-17 21:55:12,476] 0/10240 2.523377
[2018-01-17 21:55:13,843] 0/10260 2.525705
[2018-01-17 21:55:15,245] 0/10280 2.514003
[2018-01-17 21:55:16,609] 0/10300 2.575865
[2018-01-17 21:55:17,982] 0/10320 2.536342
[2018-01-17 21:55:19,310] 0/10340 2.610161
[2018-01-17 21:55:20,711] 0/10360 2.551224
